"VCMAX25__06","SLA__06","LEAFAGECRIT__06","RS_SCALE","HYDROL_HUMCSTE__06","SOIL_Q10","Noise","NEEt_noise_rmsd","fluxlat_noise_rmsd"
-0.333274168835332,-0.407845939993789,0.296398761735807,-0.643962927993028,-0.921987822325324,0.217573790960893,-0.0101786424697264,0.492217885681517,6.72535113622
-0.798689502569777,0.738799397668667,0.686447154201785,-0.263959512453902,-0.500807750534506,0.257375261495361,-0.0851376659120054,0.569131892309589,5.49089553527111
0.233610736019505,-0.314077516250655,-0.411066337258513,-0.0476163318609381,0.260091155830607,0.381777657156327,0.0803963323797318,0.560489492568382,5.15407848562788
-0.0922515179034267,-0.278080108444453,-0.533001258036303,-0.499211306077152,0.063863007461886,0.364697957204959,-0.00636697079490657,0.424814228888643,5.56731403438324
-0.0465946722528757,-0.458700197331121,-0.0702554185971487,0.0878261206983562,-0.474879057317249,0.558685441273919,0.0335540666374356,0.354352164066458,3.15531540240242
-0.15024033563475,-0.414709392227715,0.0753233671753415,-0.589027390126836,-0.791869483163196,0.668626754001028,0.105650212783113,0.426474849095965,5.64271724378425
0.104274675599799,-0.532489993978824,0.0735975046787449,0.943860839343244,-0.032940106773396,0.191206899261419,0.0571611007943622,0.362457540200371,4.15451622210016
-0.557597555979347,0.612566178633279,0.135581867254666,-0.210651120407932,-0.691647141714535,0.725915181552216,-0.0653222597658403,0.501764288354794,4.26639169992386
-0.557210862348884,0.410952375449818,0.00374896597782337,0.606921532802522,-0.122987303250868,-0.00525158338603382,-0.0365040516359708,0.347521060069233,3.15938461305163
-0.385932633279663,0.843923953778843,-0.47592179536378,-0.151618397599573,-0.477111539957701,0.399429678823034,-0.0695479385407216,0.467265880291264,4.78320445760163
-0.219628547678211,-0.26446460885731,0.464953498595756,-0.906599298955143,-0.966764618120046,0.154779114039033,-0.0177828045485025,0.463766125560148,10.1505554004687
0.51501089031853,-0.680694990597587,-0.146433896449338,-0.0746448691567844,0.0586716975388619,0.120985124970254,0.0741349443396544,0.36928697016365,4.41097274560455
-0.250943424768907,0.631704006815056,0.313094302333564,-0.178496660248091,0.307837944155556,-0.0428608668998088,0.0998236790878559,0.397730632198299,4.10253989386885
-0.626259522416688,0.828861181766659,0.139411081170081,-0.765758552660665,-0.173784219746326,0.500252948964645,-0.0599267455472523,0.387636212062661,7.09885250726778
-0.0965799336007107,-0.197454353038481,-0.0771367636786318,-0.685610959498731,-0.556059542713596,0.138902339226998,-0.00314142421204357,0.246115687862251,6.41532659596535
-0.0422158112929855,0.217156223718185,0.767154324974599,-0.69598198721006,0.135415116250797,0.20654112974272,0.0402122970727083,0.465746556781681,6.97051971894038
-0.401752077802397,-0.204899093713413,-0.147263292221486,0.566899190259134,0.604984048640546,0.580939214899734,0.0447680627858074,0.357389186159708,3.64921134020446
-0.108997384794306,0.225608678643998,-0.141730235063988,-0.533545463450276,0.575328946647069,0.314573023398828,0.0120011583913614,0.440227756279321,6.58196161236955
-0.363766615575912,-0.370284624498898,0.0295021582380728,-0.291146237894539,-0.50678609636213,0.271090162584298,-0.115096284395331,0.333167517274286,4.30021089376499
-0.462441508678787,-0.280173873870711,-0.225019946746962,0.610934104606403,-0.210718174790255,0.293031058787698,0.0693370059840562,0.285048956315305,3.18327956367643
-0.369570229896581,0.661850600146153,0.846684311319805,-0.233668895426963,0.0681537432300019,0.229567703257008,0.0525709675952262,0.458240128816165,4.09716996222839
0.339140222453691,-0.688083549957557,-0.322497852621279,0.496128754438298,-0.718760651851128,0.38015635361438,-0.0480563105360671,0.184618756790403,2.73577924265393
-0.142368355815384,-0.0140136635832144,0.0387288262972301,0.842559987495206,-0.842756038210034,0.470124778759664,0.0207055246820817,0.372226995049188,3.29181107877908
-0.419503918702077,0.451236698406969,-0.510113612519439,-0.371592339148716,-0.784901641592887,0.337875376136606,-0.0268723237967452,0.54332154527081,6.35141155731732
-0.699013971332811,0.22348874848548,0.833938187420846,0.0797910085344911,0.251816104557079,0.334262944365037,0.00904053439612531,0.565822706038427,4.62099429379169
0.0542639420930837,0.12594834460397,-0.354638383242977,-0.829073103343953,-0.152745608817728,0.401408523350338,-0.016894136813691,0.591273712235922,9.22198807175306
-0.137943308892147,-0.0193754303509537,0.240367153476236,0.22334121683934,0.829529011413722,0.491862463322306,0.0631339972679907,0.460853043238616,4.86680412790112
-0.0425874870637767,0.888376268881732,-0.0995779533790732,-0.799600627077362,-0.86817077728098,0.404240747504474,-0.0285138636955659,0.539795133811234,9.14815101356545
-0.0980560842502192,-0.501315324835649,0.481786267998031,0.113112254204486,-0.336214823636881,0.484620977959277,-0.0291780505430751,0.552666485196001,4.25958447561565
-0.178866665176125,-0.544823023888801,0.0901160298593864,-0.223762598020168,0.201717781034961,0.516234546288514,-0.0776238515650413,0.424402688936097,4.28749008019436
-0.509957058844443,0.605083089047614,-0.452864892574943,0.50934621114361,0.0307390721899374,0.0984363347022132,-0.0349552118825162,0.394425577934645,3.37416430759629
-0.371711755981177,0.448856117115871,0.737026780064373,0.0217231490629548,0.79487500257085,0.0815871460703266,-0.059120403138564,0.35191614069132,4.52701454236497
-0.197573171293797,0.872054183699456,-0.0652069925651466,0.698928821065825,0.702032836160953,0.487475998111099,-0.0539125777556489,0.574899316057308,4.99059085556815
-0.624108334796482,0.843473045972571,-0.0531625741250338,-0.201248790435226,0.908769209357071,0.542228833881511,0.00693788015751015,0.451147504272673,5.49001923250776
0.0618730433734087,-0.173514094915742,-0.324319829575906,0.77949891886504,0.651972806322087,0.207149113944898,0.0603487782319499,0.490684537258804,5.14522646442512
-0.657471536135429,0.676701741181926,0.0243061522862176,-0.9424565551222,-0.038455132723473,0.370645844881929,-0.0173011217788778,0.395797695130134,10.2156468797523
-0.379629593312321,0.448158578556045,0.279387789809825,-0.658847587332047,0.930174945960661,0.0809371621552193,-0.128067879277401,0.353626084471318,7.55249624553945
-0.663491309827162,0.905022942764897,0.00650474949820423,0.762427681384255,-0.800325987328667,0.733437324388016,-0.0176846087853462,0.517616334723301,4.33805603274397
0.0746799232750042,-0.28356022473347,0.916452710260816,-0.0177534837478465,-0.943781774906979,-0.198039199373932,0.0614251956133914,0.557772333376641,3.63718779250564
